Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017
Libya,LBY,50.1472295,44.63173396,44.9113635,49.2794823,47.50123391,51.53264014,52.1292063,54.25468179
St. Lucia,LCA,27.63597227,28.07865593,26.36748478,25.44480168,24.23630259,24.28323968,22.35339926,22.40081712
Latin America & Caribbean,LCN,21.05927625,21.51642059,20.44825644,19.77918969,18.39993651,17.76167004,16.70832847,16.71803271
Least developed countries: UN classification,LDC,46.02956375,46.40985867,46.57563237,44.78295371,44.4218263,47.01635014,44.91326375,45.26866463
Low income,LIC,41.34219858,41.94446729,42.05496487,41.01181649,40.04779592,43.77333001,42.89130135,43.21666066
Sri Lanka,LKA,31.03378115,31.23207466,30.08397283,28.89822769,26.92277652,25.33734371,14.02544523,11.09961724
Lower middle income,LMC,67.27958551,67.7944635,63.31200554,64.01195075,62.65168718,64.84786016,63.89591152,64.39857894
Low & middle income,LMY,56.9409481,57.44989303,53.70575778,54.19640714,51.9354768,53.26668832,51.00153372,51.36963869
Lesotho,LSO,32.24059762,31.3547412,31.21324307,32.14869782,33.08010261,30.88497707,28.33683335,28.02865352
Late-demographic dividend,LTE,52.06688101,52.65231609,48.16156076,48.98127174,45.022155,44.52930272,39.77292366,40.00020683
Lithuania,LTU,14.97106496,14.50968278,13.78452468,12.98119203,12.84519425,12.45503512,11.82161558,11.85328236
Luxembourg,LUX,12.95878369,12.68599568,11.77557609,11.6053841,10.85761339,11.00665465,10.31198129,10.3646374
Latvia,LVA,17.11506451,16.5726763,15.59855973,14.88430819,14.8790851,13.9682016,13.44747197,13.42645752
Morocco,MAR,29.6489603,29.26656426,27.79028358,29.25951913,29.94944999,31.44008691,32.93537423,32.59354146
Moldova,MDA,19.11610415,19.92486817,18.40928474,17.43239973,16.72646105,17.07913959,16.36379754,16.25103271
Madagascar,MDG,22.66201053,23.36285963,22.71642527,23.90916176,23.51776666,22.95040117,22.89570824,22.54228288
Maldives,MDV,11.30982939,11.78963462,11.1574823,10.56967928,9.921230863,9.37394394,7.972428925,7.795820799
Middle East & North Africa,MEA,51.81085944,50.26049879,51.05999949,51.94018553,50.52272979,57.01833923,55.80734843,55.6693262
Mexico,MEX,26.365439,27.74129679,25.98165883,25.44908967,23.09968975,22.13299585,20.70682854,20.92111579
Marshall Islands,MHL,12.94670836,12.93217057,12.12353358,11.87438859,11.07022018,10.83766846,10.15200199,10.24133222
Middle income,MIC,58.6772891,59.19966251,55.03076053,55.71529039,53.32300771,54.38996564,51.97482792,52.36246068
North Macedonia,MKD,34.45696977,38.0831195,34.65781455,32.01504863,31.79054123,31.97598914,29.59326907,29.72694451
Mali,MLI,36.39765973,35.14164437,34.7002263,32.30682338,33.91611574,41.92692766,38.48039528,38.52660616
Malta,MLT,16.4493999,16.64430398,15.39716095,15.28194422,14.43540357,14.72246254,13.81139444,13.90954337
Myanmar,MMR,44.05611525,43.61990347,42.5228124,42.88286944,40.28896854,38.51378205,36.033701,35.55745292
Middle East & North Africa (excluding high income),MNA,50.15897439,48.267502,48.80946888,49.9660957,49.22615176,54.46832293,54.37255528,53.85776254
Montenegro,MNE,25.0554063,26.62922388,24.68030289,23.27422599,21.94705168,22.55969129,20.92405137,20.78181355
Mongolia,MNG,43.30465329,45.36017005,42.6543748,42.32131127,39.29514006,42.51464988,38.22281711,40.11284905
Northern Mariana Islands,MNP,11.926381,12.19962657,11.43999611,10.96502021,10.3134722,10.39771204,9.91775575,9.892981129
Mozambique,MOZ,23.56146872,22.6090715,22.86760109,22.63615999,22.61416414,21.90588194,21.47182554,21.29869546
Mauritania,MRT,39.63741338,40.04314497,42.34351169,40.21579155,43.11078408,49.49825592,46.66758772,47.42299178
Mauritius,MUS,15.1947729,15.20170165,15.24585596,15.55617651,15.29264823,14.44195579,14.34637947,14.45782732
Malawi,MWI,25.6961984,25.16500891,25.73840151,24.68347878,25.19822884,24.53742932,23.09261542,23.56592147
Malaysia,MYS,18.59375306,19.20260869,19.1822225,17.55444704,16.92315529,17.44091023,15.75128619,16.03580871
North America,NAC,9.263171058,9.630810585,8.914901076,8.641442144,8.142225682,7.973350547,7.321048084,7.311093663
Namibia,NAM,27.65989633,27.01015451,26.79870806,27.09281609,26.01812153,26.91001673,25.55214196,25.3587654
Niger,NER,69.15017669,72.98276678,72.54464459,63.03171725,60.54135722,87.28128201,87.70847201,94.05381768
Nigeria,NGA,52.60906391,50.97308923,56.1296377,49.74068894,48.63337361,75.39899187,71.369601,71.79817438
Nicaragua,NIC,22.4922691,22.47952015,22.35271161,21.92907575,19.38772134,18.56913277,17.7277291,17.61418045
Netherlands,NLD,15.23243025,14.98813864,13.81241373,13.04314511,12.82879707,12.93210515,12.02524278,12.03440807
Norway,NOR,8.341507223,8.853510781,7.925281241,7.633674824,7.670895927,7.242775336,6.95945733,6.956519803
Nepal,NPL,100.7844279,100.7660607,96.96329149,95.31398561,98.11601657,96.25276818,98.05471403,99.73437372
New Zealand,NZL,7.152865691,7.420696435,6.83583564,6.781885551,6.357903512,6.33043381,5.987363154,5.956001129
OECD members,OED,16.98741015,17.12397643,16.15544789,15.95453265,15.22625036,15.3898252,14.4059392,14.45563547
Oman,OMN,37.51533394,39.10379482,40.73328348,41.0527687,37.71088051,42.62758972,41.78219181,41.11523827
Other small states,OSS,32.36458663,32.46158413,33.51363931,33.42420772,32.46595015,35.84467937,34.2544726,34.75442835
Pakistan,PAK,68.00519044,68.54493561,62.37664629,61.02216287,59.51836271,60.08589291,58.63276393,58.28241877
Panama,PAN,14.13891846,14.29603899,13.97236651,13.3978705,12.92161513,12.49074394,11.46554742,11.40005433
Peru,PER,31.50257401,31.57116569,30.49445583,29.74308641,27.5826726,26.03726793,25.54274604,24.78672805
Philippines,PHL,23.59231552,22.75483447,22.54958361,21.21628777,20.25958716,19.58154202,18.22692834,18.06979891
Papua New Guinea,PNG,14.94135871,15.51903383,14.60653316,13.95262793,13.24529823,13.2617261,12.61505599,12.29441826
Poland,POL,27.17650018,26.37250707,24.26397739,22.9287237,22.21089179,22.69131805,20.9757679,20.87782222
Pre-demographic dividend,PRE,42.33131649,42.38233994,44.08241704,41.52525394,40.52465139,50.26260331,48.37968424,48.63789115
Puerto Rico,PRI,10.37254851,10.57940611,9.96624445,9.703754136,9.089227717,8.920910287,8.342871258,8.349033339
"Korea, Dem. People’s Rep.",PRK,39.34265696,38.89336879,36.40751446,37.13485586,35.2402154,37.41178381,31.75842415,32.00745162
Portugal,PRT,10.07688693,10.35501263,9.484802799,9.432044129,8.78479289,8.823283435,8.052763686,8.160752248
Paraguay,PRY,15.10292317,14.59811855,13.94830615,12.92656928,12.6410755,13.03807402,11.64932248,11.90908085
West Bank and Gaza,PSE,33.00667425,32.87331274,32.76945904,33.49296358,33.44828276,33.89141151,32.74206764,33.22563038
Pacific island small states,PSS,13.84472898,14.03611306,13.06152876,12.45048523,12.00545886,11.998341,11.30303147,11.2676414
Post-demographic dividend,PST,14.17128048,14.41360538,13.35910836,13.1314129,12.43480438,12.53368019,11.60116125,11.59376229
Qatar,QAT,84.12290235,81.2730055,89.24697128,88.89051503,78.83284035,94.40389119,88.22244652,91.18732793
Romania,ROU,17.06214749,17.63675464,16.31584539,15.36930935,15.00649546,15.43355526,14.53706284,14.61134019
Russian Federation,RUS,19.48031098,19.19151083,18.30433841,17.79507055,16.58216295,17.0191912,16.21988971,16.16022381
Rwanda,RWA,41.44091192,42.68095937,44.56089624,44.41158508,42.21148744,42.61448971,42.84380209,43.21021716
South Asia,SAS,89.16764514,90.56946604,82.73166317,84.690261,83.06717057,82.72487678,81.98118027,82.86952124
Saudi Arabia,SAU,81.69918208,82.41903191,85.51330311,83.63099223,75.60844062,97.432289,84.46577505,87.94544668
Sudan,SDN,47.26205558,51.15242727,49.68593895,48.02814491,48.14174218,58.90478573,54.14727633,55.37083444
Senegal,SEN,34.98538395,35.93539952,36.16775596,34.0182249,36.82683776,44.34080072,38.69494655,40.6958259
Singapore,SGP,20.60946174,19.34942078,20.88649301,18.70707148,17.40887705,20.66338947,18.79780262,19.0782565
Solomon Islands,SLB,14.37425559,14.37537331,13.43024493,12.55325496,12.17203082,12.69969555,11.83068915,11.87912184
Sierra Leone,SLE,18.52888841,18.74315581,20.10129417,18.43566679,17.69823222,22.52859793,21.34393233,21.62594668
El Salvador,SLV,30.46194135,33.62826513,30.93397435,30.75988157,27.50259084,26.47473092,24.73648611,24.47229229
Somalia,SOM,29.00018535,31.23015581,31.58710495,29.5515726,30.40108067,32.01839243,31.75174608,32.03458423
Serbia,SRB,29.10058899,31.03402776,28.5847484,27.43078591,26.49207255,26.95437789,24.78062162,24.72635819
Sub-Saharan Africa (excluding high income),SSA,38.21440377,38.36285444,39.80916804,37.88491382,37.20962214,45.65906955,44.35648184,44.6043324
South Sudan,SSD,43.22533996,45.10147241,43.97405864,42.64200121,41.90056033,47.76803169,44.84657199,45.57750557
Sub-Saharan Africa,SSF,38.21263496,38.36121415,39.80739963,37.88329478,37.20808578,45.6566585,44.35425669,44.60209591
Small states,SST,29.34714178,29.60182697,30.07785874,29.86595895,28.86819795,31.46494227,30.07732997,30.47224611
Sao Tome and Principe,STP,27.12662111,27.86024402,25.91584337,27.65881666,27.86230189,28.43209352,28.6665386,28.53958436
Suriname,SUR,29.83188899,31.03872183,29.1336101,28.80831685,25.99884713,25.9732844,25.31697817,24.78001054
Slovak Republic,SVK,21.69021974,21.76719851,19.76493293,19.31549268,18.30418161,18.8026457,17.35366264,17.56291134
Slovenia,SVN,18.6816561,19.5141379,17.67007906,17.57137864,16.63270074,17.12815192,15.91273727,16.02397998
Sweden,SWE,7.209759036,7.391221331,6.627941996,6.431168897,6.959197681,6.322498333,6.114258462,6.18466509
Eswatini,SWZ,18.12819268,17.97331213,18.1823313,18.30780849,17.97877739,17.92480826,17.14854776,17.16878731
Seychelles,SYC,21.09126804,21.61035805,21.49533511,20.96973692,20.97051747,20.05359496,20.40382446,20.17864936
Syrian Arab Republic,SYR,42.65768485,41.12495285,41.01683877,41.91496819,41.53448066,44.31390854,43.70255284,43.75725947
Chad,TCD,56.58662749,55.19515958,58.67538804,53.0564069,51.24716851,68.68239375,64.77076912,66.0292055
East Asia & Pacific (IDA & IBRD countries),TEA,56.05483096,56.6065491,51.83335714,52.63415277,48.28311394,47.49867543,42.43189045,42.67140529
Europe & Central Asia (IDA & IBRD countries),TEC,26.59969418,26.33368942,25.36222079,24.86198725,24.04547776,25.12045017,23.97877768,24.07869299
Togo,TGO,30.52294447,30.85480627,31.36920959,29.56592775,28.93629146,38.35682101,37.05110734,35.73133561
Thailand,THA,31.56539944,31.60962923,31.52531464,31.17472364,29.36464114,27.34456692,26.25805467,26.25672656
Tajikistan,TJK,50.40541765,54.319961,48.98960355,49.55313763,46.48082923,47.79297353,43.37770931,46.15218537
Turkmenistan,TKM,24.85182927,25.49609942,23.80201005,23.7218898,22.08490686,22.97054002,21.74112228,21.76772098
Latin America & the Caribbean (IDA & IBRD countries),TLA,21.07037187,21.52004806,20.45802841,19.78004796,18.39823316,17.75161854,16.69620206,16.7060344
Timor-Leste,TLS,23.49239604,23.75671867,22.46662382,21.96462302,20.45010047,20.62318671,20.01790265,19.25720917
Middle East & North Africa (IDA & IBRD countries),TMN,50.35636957,48.44597241,48.99666745,50.15950526,49.41244326,54.71259307,54.63071276,54.10477709
Tonga,TON,13.53194839,13.5170884,12.43817111,12.14771339,12.05763996,11.31296782,10.95142376,10.78547886
South Asia (IDA & IBRD),TSA,89.16764514,90.56946604,82.73166317,84.690261,83.06717057,82.72487678,81.98118027,82.86952124
Sub-Saharan Africa (IDA & IBRD countries),TSS,38.21263496,38.36121415,39.80739963,37.88329478,37.20808578,45.6566585,44.35425669,44.60209591
Trinidad and Tobago,TTO,28.70418626,29.85162487,27.94250467,27.15873901,24.85584226,24.8980769,24.23048069,24.10856843
Tunisia,TUN,35.54548859,33.86835212,32.81580557,35.65414466,34.69205883,36.30424932,38.45049077,37.65599375
Turkey,TUR,43.82122875,40.54510881,41.92091892,42.06258311,42.59577121,45.4015556,44.48275839,44.31152568
Tanzania,TZA,28.60753269,28.72876866,29.96984478,29.35963299,28.87371592,28.2404487,28.44356969,29.07664051
Uganda,UGA,44.75869737,47.06116817,49.62672958,47.72115871,46.93056685,48.94936019,51.94410661,50.49432132
Ukraine,UKR,23.52265648,23.97110359,22.3287933,21.5323995,20.48689522,21.24645457,20.618187,20.30977582
Upper middle income,UMC,49.41776161,49.87393806,45.97739278,46.57975482,42.9799373,42.71493487,38.57786739,38.74828544
Uruguay,URY,11.02705557,11.4687322,10.5672946,10.45560559,9.926816159,9.65945432,9.197441119,9.27488332
United States,USA,9.35863641,9.740640607,9.00316337,8.734777211,8.220720319,8.063920222,7.406464089,7.409441662
Uzbekistan,UZB,32.07745356,33.99383696,31.6621061,30.80519356,28.9000361,30.3943319,27.8143471,28.4559012
St. Vincent and the Grenadines,VCT,26.39665862,27.58281022,25.75407882,24.76218005,23.03093206,23.47317148,22.07655177,22.20051632
"Venezuela, RB",VEN,21.68286882,22.03310792,21.24572753,20.42894973,19.10406153,18.30300574,16.76799384,17.00855357
Virgin Islands (U.S.),VIR,12.75209971,12.99373844,12.23312314,11.95551314,11.1658167,11.02889651,10.26484343,10.26531228
Vietnam,VNM,39.36539699,38.4869748,37.22745154,36.83590641,34.89601505,32.46644382,30.24131157,29.62672834
Vanuatu,VUT,14.12951255,14.38296402,13.24245239,12.74069289,11.93385168,12.15721001,11.59090896,11.65277703
World,WLD,50.24771686,50.76662896,47.529404,47.94324524,45.93996796,47.22442898,45.14917075,45.52185907
Samoa,WSM,14.28809394,14.69309609,13.62788239,13.38252208,12.64355999,12.32179572,11.36629822,11.54802701
"Yemen, Rep.",YEM,45.97946993,50.83529078,51.43445402,52.99844335,48.33865267,54.26028666,50.12762567,50.45600689
South Africa,ZAF,27.13858684,26.55787322,26.57708662,26.72926171,26.72221238,26.11297177,25.14041614,25.10220499
Zambia,ZMB,28.8363786,28.98711674,29.74203953,29.11222078,28.49325189,28.37545168,27.35567371,27.43803476
Zimbabwe,ZWE,23.2314787,23.07421266,23.19809712,23.11108755,22.80594966,21.73370858,21.72694718,22.25167109